,text                ,category
2392,At a glance shes looking like Shalini Pandey                ,Non-anti-LGBT+ content
2393,Good speech                 ,Non-anti-LGBT+ content
2394,Really good super bro                ,Non-anti-LGBT+ content
2395,Create a awareness of sagarmala project                ,Non-anti-LGBT+ content
2396,Only by ur content i know that she was transgender otherwise no cant find she wasand why the hell u post as she was                ,Non-anti-LGBT+ content
2397,Y not  Dhanush follow  her                ,Non-anti-LGBT+ content
2398,Bible  Leviticus 18 22  Romans 1 29 to 32 get good answer                ,Homophobia
2399,God bless you all and that sis                ,Non-anti-LGBT+ content
2400,A small minority trying to impose their way of life on the majority its disgusting                ,Homophobia
2401,But i couldnt find my boy Im now 29 Still no one                ,Non-anti-LGBT+ content
2402,Atlast found same mindset people love u brothers                ,Non-anti-LGBT+ content
2403,Me too impressed                 ,Non-anti-LGBT+ content
2404,Bala kumar  i dont know about lgbt communityBt can u tell me y u hate them                ,Non-anti-LGBT+ content
2405,Shuvethigah Antony Suvendrasooriyar  you are right                ,Non-anti-LGBT+ content
2406,Im glad she did that on the anchors face                 ,Non-anti-LGBT+ content
2407,Your acting was awesome bro Very soon you will get cinema chance               ,Non-anti-LGBT+ content
2408,gangsta chotu bro thats what she thats her identitytheres nothing wrong in telling that shes a transgender                ,Non-anti-LGBT+ content
2409,Love her smile                ,Non-anti-LGBT+ content
2410,Super humans is really present                ,Non-anti-LGBT+ content
2411,Harishs palakkad tamil accent                 ,Non-anti-LGBT+ content
2412,Transgender mafia prostitutes mafia is all supported by leading political party                 ,Non-anti-LGBT+ content
2413,Soo nice maam TQ sooooooomuch for opening your hearts                 ,Non-anti-LGBT+ content
2414,Ive seen about humanity here                ,Non-anti-LGBT+ content
2415,Thani Sathiyamoorthy  U will get a good life partner quickly my wishes to you all the best bro                ,Non-anti-LGBT+ content
2416,Super so kind heart akka caring                ,Non-anti-LGBT+ content
2417,Nice to see clarity from people                ,Non-anti-LGBT+ content
2418,Such a lovely movie  thank you Mr Lokesh and team                ,Non-anti-LGBT+ content
2419,She behaved like a selfless mother  our society should understand how to see them and respect them none of us can live one day of their life with the kind of courage care  grit they have for others  towards Life                ,Non-anti-LGBT+ content
2420,Bro this is disgusting this is not fair to be prank with this shot of content really disappointed with this content bro                ,Non-anti-LGBT+ content
2421,I think they feel comfortable with each other they are showing their bond with this way                ,Non-anti-LGBT+ content
2422,Nan than 1st                ,Non-anti-LGBT+ content
2423,Wooow good to see lot of positive comments and many people atleast now understand and respect their feelings                 ,Non-anti-LGBT+ content
2424,Being in love is an amazing experience in the worldly life Connection between 2 individuals blossoms when both express the feeling to each other is a rare phenomena beyond caste religion creed status skin colour appearance and gender Such love connection must be blessed and join them celebrating the union Such couples can do wonders and noble deeds for mankind Divine intervention is imminent and has its mission for global harmony                ,Non-anti-LGBT+ content
2425,Tears started flowing from my eyes                ,Non-anti-LGBT+ content
2426,Last helping video super bro                 ,Non-anti-LGBT+ content
2427,heart melted prank bro                ,Non-anti-LGBT+ content
2428,Superb movie sir No kiss and hugs scene but love feelings is more and morei have just seen this movie No one express deep love for lgbt so far but you  simply beautifully and very strongly telling to societyLove is Loveall the best for you future project                ,Non-anti-LGBT+ content
2429,Bro make video about Pirates                ,Non-anti-LGBT+ content
2430,subscribed panniyachii Bro    Part 2  Waiting thalaivaaaa            ,Non-anti-LGBT+ content
2431,Release part2 ASAP Nanba                ,Non-anti-LGBT+ content
2432,Silabarasan Gurunathan  send normal message with your name pls                ,Non-anti-LGBT+ content
2433,About red indians                ,Non-anti-LGBT+ content
2434,Thirunangai great tha  bro  l really cried bro                ,Non-anti-LGBT+ content
2435,she s cute                ,Non-anti-LGBT+ content
2436,Wishing the same love effort and acceptance Thanks to strong characters story writer and director                ,Non-anti-LGBT+ content
2437,Same girls Unsubsribe this channel                ,Non-anti-LGBT+ content
2438,next 10 yearsla total world people Hiv patients 100 conform no children                ,Homophobia
2439,She is very beautiful                ,Non-anti-LGBT+ content
2440,Good clarification madan                ,Non-anti-LGBT+ content
2441,Really I Cryed bro Vera level neenga Its speaking Humanity Really Great  Waiting Part 2 bro I am Keep Supporting Your Channel                 ,Non-anti-LGBT+ content
2442,Really this prank will be more powerful Feedback from the society Really TMP Guys rocking da thambingala  Innum nalla varala vazhthukal                 ,Non-anti-LGBT+ content
2443,I like this good                ,Non-anti-LGBT+ content
2444,Nice movei hats off to logesh sir thanks for this movei                ,Non-anti-LGBT+ content
2445,019 in front of presidency college thana                ,Non-anti-LGBT+ content
2446,Cant u just mention actress Katrina Are u mentioning Lady actress so and so while interviewing others Fk the TRP                ,Non-anti-LGBT+ content
2447,Heart touching bro  no words to say   we should humanity  from this trannce gender                ,Non-anti-LGBT+ content
2448,We are already helping transgenders to create income share their details we could support them for their lifes betterment                ,Non-anti-LGBT+ content
2449,what is wrong if two loved people think what they want                ,Non-anti-LGBT+ content
2450,This is a heart touching prank show ever You are truely blessed  bro                ,Non-anti-LGBT+ content
2451,Wrong concept  dont play with someone feeling                ,Non-anti-LGBT+ content
2452,Deepan Raj bro The story about shin Chan death is fake                ,Non-anti-LGBT+ content
2453,Thanks to Raja Antony who selected this for us to see its well played                ,Non-anti-LGBT+ content
2454,Early morning out  No porn videos no masterbed no touching but out reason for my dear voice  amezing                ,Non-anti-LGBT+ content
2455,First view first comment from srilanka                  ,Non-anti-LGBT+ content
2456,In the Earth every incident has one and one joined its a some law of equation in west  side its raw story of dasavataram movie explain it bro                ,Non-anti-LGBT+ content
2457,Hart touching akka bro                ,Non-anti-LGBT+ content
2458,Youre doing a good job in helping   Helping should not be published as its not the right way                ,Non-anti-LGBT+ content
2459,I think its wrong But if any of friends doing this i never punish them and never break my relation until they didnt harm or approach me Why our religion oppose this practice because this practice may be increase in day by day in bible they mention that lots of bisexual people lived in lothal they disturbing others they are fight to have 2 angels who were come for abraham brother house After that place burned and dead sea formed there                ,Homophobia
2460,Malini Akka  I support lgbt Love is fr all  Every individual has their right to live the one who they love                ,Non-anti-LGBT+ content
2461,Congrats team great effort my best wishes                 ,Non-anti-LGBT+ content
2462,Joe Inian  thanks bro humanity is apart from religion and all religion is actually a kind of restriction for so many good things All we need is love                ,Non-anti-LGBT+ content
2463,Nammalwar wrote many songs imagining himself as a wife of lord shriman narayana                ,Non-anti-LGBT+ content
2464,Im 38 years old gay male This movie had me in tears the whole time Im sad inside to live this double life my soul is numb now The world should be fair and love should be free I stopped a long time to yearn to be acceptedGreat effort guys at least I hope the coming generation to be accepting and open minded                ,Non-anti-LGBT+ content
2465,She looks so beautiful ivanga actress ah                ,Non-anti-LGBT+ content
2466,Is this the Mani I know                ,Non-anti-LGBT+ content
2467,Actually its according to their wise But generally its right one                ,Non-anti-LGBT+ content
2468,Bro I am living in Singapore so that give ur number I will call you                ,Non-anti-LGBT+ content
2469,Please do prank in wine Shop                ,Non-anti-LGBT+ content
2470,The real human being                ,Non-anti-LGBT+ content
2471,U will find your man there are a lot of gays dont worry                ,Non-anti-LGBT+ content
2472,Hai sir handsome boy good speech congrats                 ,Non-anti-LGBT+ content
2473,Its not others duty to look what the hell others carrying inside thier phants You guys have many other works go and do that                 ,Non-anti-LGBT+ content
2474,Bible also bans things like round haircuts football divorce wearing gold any form of contraception abortion extra marital affairs mixed fabric shellfish and tattoos  So thomas Victoria are you ready to stone to death all these sinners if you are already not doing any of these Please leave your inferior urge to judge people based on what they do inside their bedroom                ,Non-anti-LGBT+ content
2475,Hello madhan Anna I got lot of knowledge from your speech I would like to request two favours from u I want you have to tell about in our Indian GDP how much foreign direct investment indirect investment portfolio investment mostly our Indian companies also funded by foreign corporate even our government project also have foreign investment so who is getting more Benifits from our resource   hope u know in Chennai Hyundai car production how much resource they are consuming and what they giving to us like wise u can take cola companies etc Indians we r studying a lot but we couldnt be a inventors creators like Japes Germans Koreans like that still we r buying some advanced guns for military how our mind loss its creativity  its perusing labour brain                ,Non-anti-LGBT+ content
2476,Lesbian sex is important in our society                ,Non-anti-LGBT+ content
2477,Wow malini u are greatreally respect u for couragelove u so much                ,Non-anti-LGBT+ content
2478,Please upload this movie songs                ,Non-anti-LGBT+ content
2479,Is this crct for u and ur partner                ,Non-anti-LGBT+ content
2480,ms kushboo will support for her two daughter involiving thz things                ,Homophobia
2481,Respect                  ,Non-anti-LGBT+ content
2482,exactly omg im not even gay but those answers they gave are so hurtful                 ,Non-anti-LGBT+ content
2483,Ithula foreign culture ellam accept panna mudiathu sollura avan camera friends irukurathala ipdi pesuran they r fake in public                ,Non-anti-LGBT+ content
2484,Bro plz about joker character particularly heath ledger                ,Non-anti-LGBT+ content
2485,And children should not be targeted There are many perverts who do that to small boys who get this enslaving habit and many deaths also occur Even parents dont reveal anything for fear That is why they should be treat differently and stringently The big threat of our society                ,Non-anti-LGBT+ content
2486,Mohammed Arshad  bro  un dp photo  super                ,Non-anti-LGBT+ content
2487,Plz make video about how to learn english easy for tamil medium guysplz                ,Non-anti-LGBT+ content
2488,Im watching part 2 waiting                ,Non-anti-LGBT+ content
2489,Super nanbaTrans gender is realy great I support                ,Non-anti-LGBT+ content
2490,தீரன் kongu தமிழன் really Any idea what happened to arjunan during panda vanavasam Any idea how Lord aiyapan history                ,Non-anti-LGBT+ content
2491,Veral level hats of Both of you                ,Non-anti-LGBT+ content
2492,Vera Level NanbargaleyProud of You Guys                ,Non-anti-LGBT+ content
2493,Salute to thirunagai                ,Non-anti-LGBT+ content
2494,Hey super bro                ,Non-anti-LGBT+ content
2495,011 Has he acted in any movies                ,Non-anti-LGBT+ content
2496,Semma bro I really I like it                 ,Non-anti-LGBT+ content
2497,selva beauty tips  Hi                ,Non-anti-LGBT+ content
2498, Woow best story thank s group  i am From  Sri Lanka  i like visit My holiday in  INDIA  please contact best friend Tamil  English Understand  0094777774927  i like Special place GOA                 ,Non-anti-LGBT+ content
2499,Good conspet bro the great show for public                ,Non-anti-LGBT+ content
2500,Awesome everyone should respect them                ,Non-anti-LGBT+ content
2501,sir pls make viedeo about abortion                ,Non-anti-LGBT+ content
2502,In future a group of people will come  claim that they wants to marry a Animal own Father Mother Sister  Brother if someone says its unnatural then they will say you are not too modern or your thoughts are not mature to understand the pure love they are also have freedom to choose with whom they want to love We should respect their feelings they are also humans at the end love is love if our feelings attracted to Animals or own parents  siblings what we can do am i correct guys LGBTQ COMMUNITY  ‍‍‍‍‍‍‍‍  Hit the like button below those who are against this kind of act or community  share your thoughts                 ,Homophobia
2503,Was thinking about coming out I think Im quite comfortable inside the closet  And for anyone curious its really not a choice its just how we feel I fall for a girl just as I do for a boy Im bisexual                 ,Non-anti-LGBT+ content
2504,First of all the interviewer is not asking the right question SC did not say gay sex is right or wrong They have just declared mutual gay sex is not crime and they should be treated as equal as any heterosexual person Individual opinion about gay sex is not the question here                ,Non-anti-LGBT+ content
2505,Im also gay  i proud myself what I am  we are also humans  thanks for this motivation movie   mysonisgay team                ,Non-anti-LGBT+ content
2506,I like ur videosBroGreat ur not afraid of illuminateGreat                ,Non-anti-LGBT+ content
2507,Ishvar Mahendiran Sir I am not from India but I can understand Tamil I am not sure why we should discriminate someone just because we dont understand them I just want to give moral support  I dont see anything wrong in it                ,Non-anti-LGBT+ content
2508,Really appreciate you my friend Madan for explaining these topics                ,Non-anti-LGBT+ content
2509,next level to  control the human population  sec 377 BRILLIANT  PLAN WISH THE NEXT GENERATION WILL BE FREE FROM OVER CROWD  lot more to say this comment alone not enough to explain think positive                ,Non-anti-LGBT+ content
2510,weirdo  why such a question Whatever gender being a good human is enough               ,Non-anti-LGBT+ content
2511,Dont Miss u c YouTube channel too much behaviour                ,Non-anti-LGBT+ content
2512,Acting super bro and thanks for the share                ,Non-anti-LGBT+ content
2513,Stop making these kind of nonsense                ,Non-anti-LGBT+ content
2514,Who we r  Its their life Let them decide wt they want U live ur life             ,Non-anti-LGBT+ content
2515,No comments simply waste                 ,Non-anti-LGBT+ content
2516,Tamil nadu Bus Metro ItRain                ,Non-anti-LGBT+ content
2517,Wishing you all the best God bless you                ,Non-anti-LGBT+ content
2518,Sema acting bro                ,Non-anti-LGBT+ content
2519,Babu G L for lesbian G for gay B for bisexual T for transgender            ,Non-anti-LGBT+ content
2520,Excellent  speach                ,Non-anti-LGBT+ content
2521,Really they are Great with Compare With normal peoples They are really Equal to God                ,Non-anti-LGBT+ content
2522,What an attitude                ,Non-anti-LGBT+ content
2523,Your WhatsApp namber send me I am gay l age of 17                ,Non-anti-LGBT+ content
2524,Explain about phimosis and recovery                ,Non-anti-LGBT+ content
2525,Sharuk Sameer  and kind mind u my parents arent that educated They are very orthodox Hindu but after I explained to them about me they understood that But the fact that there are people who are educated and still probing their nose in others business is wat worries me                ,Non-anti-LGBT+ content
2526,Thats for increasing their channels views                ,Non-anti-LGBT+ content
2527,Thani sathiyamoorthy hi                ,Non-anti-LGBT+ content
2528,Heart touching brovere level                ,Non-anti-LGBT+ content
2529,Theri mass very very very super                ,Non-anti-LGBT+ content
2530,She looks totally lady Voice only upset                ,Non-anti-LGBT+ content
2531,super movie with a powerful message                ,Non-anti-LGBT+ content
2532,Like my comment                ,Non-anti-LGBT+ content
2533,Unwanted programs What is in their hand bag Kevalamana program                ,Non-anti-LGBT+ content
2534,KIRAN The Rebel Fkkkk off                 ,Non-anti-LGBT+ content
2535,if you can change your orientation by just listening to her probably you should reconsider your orientation and not marry a girl and spoil a girls life                  ,Non-anti-LGBT+ content
2536,Gud prank bronice acting                ,Non-anti-LGBT+ content
2537,Bro u name and phone number ormobile number please kotuinga                ,Non-anti-LGBT+ content
2538,suvitha shree ya i wont  use bad wordsthanks for ur advice                ,Non-anti-LGBT+ content
2539,Those who said it shoul be between male and female they only think about sex i have friends from LGBT they are much more compassionate and kead a good life  just let them live their life                ,Non-anti-LGBT+ content
2540,Pleasesalute the transgender because the have most kindness then usthey also like usthey have  only transgenderthey also achieve more than us                ,Non-anti-LGBT+ content
2541,Waiting for part 2  its soo emotional                ,Non-anti-LGBT+ content
2542,Very good thougt                ,Non-anti-LGBT+ content
2543,Her style reminds me of Actor Thanushsoo knowledgeble                ,Non-anti-LGBT+ content
2544,Acting Vera lvl     Bro                ,Non-anti-LGBT+ content
2545,You told my life as well till now I am not open it abt to any one  But definitely   one day I will tell my wife and daughter once my daughter grows up I dont want to die guilty                ,Non-anti-LGBT+ content
2546,The Supreme Court judgment is most welcome                ,Non-anti-LGBT+ content
2547,What a speech mam whenever  Iam watching ur speech its too gud for me to enhance all of them to develope in it u r rite                ,Non-anti-LGBT+ content
2548,Against natural human race Wrong judgement for fucking basterds judges                 ,Homophobia
2549,If you watch more lesbians scenes your harmones will change  it is simple   no need of science and technology to understand this fact  a man will get lust on a woman a woman will get lust on a man  this is nature and creation of the lord  if you say you are correct   by the way follow  next generation will not be here the world will come to end  im not angry about you I like your brave but poor you confuse this society   you will get best rewards when you will die by the one who gave you birth                ,Homophobia
2550,Excellent speech  she said their feelings  we people avoid their words and feelings  this interview help me to understand their sufferings to some extent Thanks sister                ,Non-anti-LGBT+ content
2551,Same problems can happen in anyones life if everyone think that way                ,Non-anti-LGBT+ content
2552,Nega tha Seyirantha deivam                 ,Non-anti-LGBT+ content
2553,I reject this idea                ,Non-anti-LGBT+ content
2554,Dinesh Babu they wont  because their religion doesnt support it In india it is not the casewe have always been existing                 ,Non-anti-LGBT+ content
2555,Wow her attitude loved it Bold speech                ,Non-anti-LGBT+ content
2556,How come ppl will know she is a transgender Until n unless she tells Shes beautiful                ,Non-anti-LGBT+ content
2557,Eagerly waiting for part 2                ,Non-anti-LGBT+ content
2558,Super acting bro u have a good future                ,Non-anti-LGBT+ content
2559,Saranya lol you clearly missed the point The ending says he has accepted that he is gay and that he does not mind if other people know He takes off his glasses in the end to show he will be with his partner                ,Non-anti-LGBT+ content
2560,Shrinivasan Kannan   Again I am not accepting Western culture just coz Im gay Also why r u so bothered about what others do in their bedroom even if they r related to u Coz u want everyone to follow ur perspective of right and wrong I am not gonna hurt anyone by loving a man Or having sex with him and I know the difference between love and friendship if thats wat u were implying on the naming of relationships in India y India Coz other countries have no names fr various relationships I am neither going forward or backward Im minding my own business u should try it too Feels good u know                ,Non-anti-LGBT+ content
2561,oh god same bigotry A Muslims parents allowed and accepted everything But a Hindu father is against lol And they want us to believe it Being Gay is natural And it is irrespective of religion But how can you forget the religion and why it has always to be a liberal open minded Muslim and misogynist bigoted communal and kattar Hindu Are your guts not full with the Bollywood and tollywood bigotry that you are bring this bullshit here too shame on you                ,Non-anti-LGBT+ content
2562,Pls send to  me contact number                ,Non-anti-LGBT+ content
2563,World will end soon                ,Homophobia
2564,According to myself LGBT is the most awkward thing and i dont know how it was good to people                ,Homophobia
2565,Any Lesbian  Hit like   an do comment   no need to scare still more  im proud to be an lesbian   Some Foolish People they cant understand                 ,Non-anti-LGBT+ content
2566,Really kind heartedreal human beingGreatAnd congrats for ur social service                ,Non-anti-LGBT+ content
2567,I have not watched 50 movies but I nearly watched this documentary 50 times                 ,Non-anti-LGBT+ content
2568,Royal Queen  No one sees women weakOnly men of past and retarded men of past think like that                ,Non-anti-LGBT+ content
2569,Thank you for talking about this topic                ,Non-anti-LGBT+ content
2570,God must help them                ,Non-anti-LGBT+ content
2571,Super bro I am transgender so I proved of my gender thankyou thambi                ,Non-anti-LGBT+ content
2572,Being a gay I can relate with my life Such an emotional rollercoaster Still I need my moms acceptance                ,Non-anti-LGBT+ content
2573,Each and every lines are from her heartshe is very clear and confident with who she issee gender appearancecolor doesnt matterbe yourselfif u r a gay  lesbian etc it doesnt matterbe bold always act like youlife is for one timeLIVE YOUR LIFE                ,Non-anti-LGBT+ content
2574,Hey congrats bro                ,Non-anti-LGBT+ content
2575,Malini your thoughts and words are beyond the world your so great and i respect u so much  Because ur a common human right dont consider people who speak non sense                ,Non-anti-LGBT+ content
2576,Its natural only its not opted from a western culture everyone has rights to live their life  i support LGBT community                ,Non-anti-LGBT+ content
2577,sex is god gifts we shout not misuse this gay and gay marriage not good               ,Homophobia
2578,BIBLE SAYS 2CORINTHIANS 510 For we must all appear before the Judgement seat of Christ that everyone may receive the things done in his body according to that he hath done whether it be good or bad                ,Homophobia
2579,Hats off you mam                ,Non-anti-LGBT+ content
2580,Subscribed only for VJ ashiq                ,Non-anti-LGBT+ content
2581,I am taken back to my life the movie end with a good tonebut my life still in the pain mode i am the latif in real life but my harish is gone away from mstill long for him                ,Non-anti-LGBT+ content
2582,Sister U so cute and your smile really super                ,Non-anti-LGBT+ content
2583,girubhakar T  Lolyou must read my statement clearlyeven as a boy I dont walk at 2 am bcoz i wanna  sleep that time                ,Non-anti-LGBT+ content
2584,Hey heart melting ya                ,Non-anti-LGBT+ content
2585,Hi yesu sathish sema neenga oruthangaladhu unmaya irukinga nu namburen  Elarum emathurvanga than Just to make a good frndship how to contact you                ,Non-anti-LGBT+ content
2586,Why YouTube is recommending now this video after 1 year                ,Non-anti-LGBT+ content
2587,We had done  surgeries converting 5 females to males They were suffering from gender identity disorder They were feeling like  Males get trapped inside female body  try to do video on this topic                ,Non-anti-LGBT+ content
2588,U r great bro                ,Non-anti-LGBT+ content
2589,Nice Movie I Support Gay sI Need Gay Husband in My Life                ,Non-anti-LGBT+ content
2590,I think its correct Very one have their own rights in the countrytherir  also have there own feelings In the interview girls you are rocking                ,Non-anti-LGBT+ content
2591,Little more emotions huhlolwill be megaserial then                ,Non-anti-LGBT+ content
2592,Is transgender not translate you dont even know the difference how you going to understand the others                ,Non-anti-LGBT+ content
2593,Can you give suggestions list of movies with coming out                ,Non-anti-LGBT+ content
2594,Mohamed Sameer  well said bro there is no point in explaining these dumb people pity their ignorance                ,Non-anti-LGBT+ content
2595,Getting Tears on my eyes                ,Non-anti-LGBT+ content
2596,How beautiful she is  in character wise also                ,Non-anti-LGBT+ content
2597,She is so beautiful                ,Non-anti-LGBT+ content
2598,Lol I was into the video until she said I am a feminist                ,Non-anti-LGBT+ content
2599,I am waiting bros                ,Non-anti-LGBT+ content
2600,Proud of you nanba                ,Non-anti-LGBT+ content
2601,I dont have this kind of sister                 ,Non-anti-LGBT+ content
2602,Heart touching video                ,Non-anti-LGBT+ content
2603,First safeguard your women  then come and talk about others                ,Non-anti-LGBT+ content
2604,Semma action bro                ,Non-anti-LGBT+ content
2605,Its really super bro                ,Non-anti-LGBT+ content
2606,Solla vaarthaiye ella anna yepavum unga videos paathu sirichiruken today feel panna vachitanga But vera level mass concept anna Hats off u  brother Keep rock                ,Non-anti-LGBT+ content
2607,Thani Sathiyamoorthy is it so dudewhy  did you tell your wife about your feel                ,Non-anti-LGBT+ content
2608,She s really looks more beautiful and looks like girl only                ,Non-anti-LGBT+ content
2609,cant contral tearsrespect to all tirunangai                ,Non-anti-LGBT+ content
2610,Where level post                ,Non-anti-LGBT+ content
2611,Hai bro Nice speech Congratlation for ur great thoughts                ,Non-anti-LGBT+ content
2612,She is very good  person                ,Non-anti-LGBT+ content
2613,Yana Sola varega brother its right or wrong                ,Non-anti-LGBT+ content
2614,Please  guys Respect our feelings Well speech  Malini Im From Malaysia  Please do email me               ,Non-anti-LGBT+ content
2615,   IAM waiting part 2                ,Non-anti-LGBT+ content
2616,no its not even Trump rejected thus act in usa                ,Non-anti-LGBT+ content
2617,Momosexual are more affected with std                ,Homophobia
2618,O dont worry                ,Non-anti-LGBT+ content
2619,In Japan older age are higher                ,Non-anti-LGBT+ content
2620,Beautiful movie  good actor thanks for sub                ,Non-anti-LGBT+ content
2621,PJ Chribbin lol you know only to curse                 ,Non-anti-LGBT+ content
2622,Adei LGBT is a nature 1st u should understand what is nature and un nature                ,Non-anti-LGBT+ content
2623,India is a third class country and the thoughts of people of this third class country will be third class  I feel sorry for the LGBTQQ community of India you guys are born in the wrong country                ,Non-anti-LGBT+ content
2624,Hey guyss really love u from bottom of my heart Tq so much for this precious video And showing their real  character and life and their pure heart And anna i love that moment when you called her amma Keep rocking ever We always support u                ,Non-anti-LGBT+ content
2625,Seriously great human being                ,Non-anti-LGBT+ content
2626,Vera level act mass performance                 ,Non-anti-LGBT+ content
2627,Mani shankar Iyer you deserved to have hug from me You know what love is the most madness one that never existed anywhere else Hats of to your crew you all have a outstanding cinematography screenplay direction dialogue editing background music and even the locations what a great stuff that you shown speechless i must admit my gratitude to character varun who have a amazing expression perfectly tuned tone of voice and the dedication towards the film Even character latif scene were fabulous even the main credit to dialogue director and you you just hiked LGBTQIS love in next level As a writer I must congratulate to all of your hard work and dedication towards the gender equality You have a great cini life I would be happy if you are continuously doing socially challenged theme and put your hard work together    My best wishes to all crewthanks for the movie                ,Non-anti-LGBT+ content
2628,Nice flim Its good that more people are coming forward and attempting this topic Hope our society will realise there is nothing wrong in this Brilliant acting by this guys Love their acting                ,Non-anti-LGBT+ content
2629,Ok  thanks  bor u sub  free time come whatsapp                ,Non-anti-LGBT+ content
2630,Good keep going to winning the youtube prankster award make a awareness video                ,Non-anti-LGBT+ content
2631,Yeah same hereMy mum accept who im but idk she agree when i love a guy                 ,Non-anti-LGBT+ content
2632,Nice actraa thambi                ,Non-anti-LGBT+ content
2633,Really Great Kanneer vanthuvittathu bro               ,Non-anti-LGBT+ content
2634,Call or text me                ,Non-anti-LGBT+ content
2635,I love thirunangai sorry my moms and my sisters love you all                ,Non-anti-LGBT+ content
2636,Wow wt a attitude she have She have the own style keep going friend we all support you                ,Non-anti-LGBT+ content
2637,Scripted episode bro single tea machi                ,Non-anti-LGBT+ content
2638,Really nice heart and soul touching movie Latif charecter amazing                ,Non-anti-LGBT+ content
2639,Shes such a loveable person                ,Non-anti-LGBT+ content
2640,Super bro thank you for this video                 ,Non-anti-LGBT+ content
2641,Love you  Ashhiq for ur simplicity                 ,Non-anti-LGBT+ content
2642,Really Your Great              ,Non-anti-LGBT+ content
2643,Can talk about mental stress                ,Non-anti-LGBT+ content
2644,Thats the same point I m trying to tell you No men is like that Even you told our great grand fathers had more than one wives But I dont think so No men will say Hey I had sex with three women last night and I want more Tonight But so called these feminists actually they doesnt know about feminine  What they are doing is just blaming the real men                ,Non-anti-LGBT+ content
2645,I echo the thoughts of many viewers here  just cant happen in real life not in TN at the moment It was a superb movie though                ,Non-anti-LGBT+ content
2646,ioio N  ur from                ,Non-anti-LGBT+ content
2647,So many are commenting she is not looking like transgender she is like girl why she shouldnt look like transgender why should they try to look like typical girl instead of being themselves this really shows we are not accepting them the way they are                ,Non-anti-LGBT+ content
2648,I am single boy My 25year My from goa              ,Non-anti-LGBT+ content
2649,Good but maybe I missed something I didnt understand completely                ,Non-anti-LGBT+ content
2650,She is cute                 ,Non-anti-LGBT+ content
2651,Brother really appreciate                ,Non-anti-LGBT+ content
2652,Great video TMP  Hatsoff team                 ,Non-anti-LGBT+ content
2653,I agree section 377                ,Non-anti-LGBT+ content
2654,Nice ur service people help                ,Non-anti-LGBT+ content
2655,What he is saying is his experience of what he saw from his circle of gays but usually many gay people dont do everything that he says  When I was in Korea two boys hold hands with each other while walking but that doesnt mean they are gay He is talking all about the sex life of gay people Who said gay people dont do alcohol Not everything is true for everyone                ,Non-anti-LGBT+ content
2656,Mani Shankar Iyer  Pleasure is all mine Yours High Eminence Iyer Sahib Please enchant us with more of your quality work particularly in the area of LGBT relations                ,Non-anti-LGBT+ content
2657,Where is nuisance here                ,Non-anti-LGBT+ content
2658,Brooo part 2ku waiting bro broo semma act broo hatsoff broo                ,Non-anti-LGBT+ content
2659,Yes love is love it does not matter about gender it about heart about emotions about love                ,Non-anti-LGBT+ content
2660,Haha she is so cute and innocent                ,Non-anti-LGBT+ content
2661,Will Com ussu illa bro homosexuals and heterosexuals                ,Non-anti-LGBT+ content
2662,Nice movie Parents should understand their children feelings                ,Non-anti-LGBT+ content
2663,Bro super bro IAM waiting                ,Non-anti-LGBT+ content
2664,This is a sandwich technique If you wanna recognise LGBTQ saperately better make a documentary or conduct a decent interview which might give us knowledge to understand them Disturbing some random person to recognise is like making them feel alien and you are uprising them                 ,Non-anti-LGBT+ content
2665,Read my another comment i mentioned the problem bcoz of this N then reply me                ,Non-anti-LGBT+ content
2666,I was just loving this movie when i watched Really an eye opener for all the parents and also to the society Not sure how far will the impact be but any change requires a start This is a wonderful start Worth spending 55 minutes of my day Really dont know if i can be as bold as Latif nor love a person like him                ,Non-anti-LGBT+ content
2667,Menwomantransgender straightgaylesbian all are equal                ,Non-anti-LGBT+ content
2668,Any gays watching this                ,Non-anti-LGBT+ content
2669,Such a nice  video hart taching                ,Non-anti-LGBT+ content
2670,Royal Queen  Know where feminism startedIt was started by a jewish womenWomen in south were satisfied with their life until some people came in portrayed badlyI dont wanna continue this argument                ,Non-anti-LGBT+ content
2671,Excellent explaination Keep rocking anna                ,Non-anti-LGBT+ content
2672,Literally this made me just cryy  dont know whyy                ,Non-anti-LGBT+ content
2673,Semma acting bro Super               ,Non-anti-LGBT+ content
2674,Man soo if I dont like I wont do it I cant ever stop anyone thats their life their own life life is jus one bro there is nothing wrong nothing right anything wrong yesterday is right today we cant 100 understand from anyones shoes I wud support my siblings to live their life the way they want it to be                ,Non-anti-LGBT+ content
2675,Whose faults is that for a person to be born as a transgender  Why must dispised and be isolated from society can they respected as a fellow humanbeing  instead we brag about GodReligion                ,Non-anti-LGBT+ content
2676,Nice bro well try                ,Non-anti-LGBT+ content
2677,ok bro its clear what u saidok then speak about gaywho is gay difference between gay  thirunangai                ,Non-anti-LGBT+ content
2678,All the human beingshave their rightsto diside there paththe may know what the gender they areI support fr all human beings                ,Non-anti-LGBT+ content
2679,rajeshs  help isnt literal financial help I thought I can educate her Being a teacher i thought so And being a womeni dont want her to be a call girl                ,Non-anti-LGBT+ content
2680,is it mandatory to mention the gender                ,Non-anti-LGBT+ content
2681,Cho sweet                 ,Non-anti-LGBT+ content
2682,Too many murmur talks by ashiq in this video tats way too rude                ,Non-anti-LGBT+ content
